,medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tolls_amount,total_amount,tip_amount,tipped,tip_class
1301,3573E6ADFCED9FB7670B920862C87B5D,ED3573DDBC8C5E37DBC175878E04F764,CMT,1  ,N  ,2013-03-27 20:20:38,2013-03-27 20:37:02,1,984,4.3,-73.997627,40.725693,-73.98143,40.773586,CRD,15.5,0.5,0.5,0.0,20.6,4.1,1,1
1302,848FE234E2518C51264951EE11D19AA3,00EA30489B89E83B45E005BB20CEFFD2,CMT,1  ,N  ,2013-11-02 12:14:27,2013-11-02 12:28:04,1,816,1.5,-73.978722,40.7612,-73.999924,40.758785,CRD,10.0,0.0,0.5,0.0,12.6,2.1,1,1
1303,DB5838EC149690FFFCF2E09E6273105C,6B1207546C132CA9784EEC217057C0EC,CMT,1  ,N  ,2013-06-25 12:23:08,2013-06-25 12:28:42,2,333,0.8,-73.973343,40.755939,-73.981567,40.746407,CRD,5.5,0.0,0.5,0.0,7.2,1.2,1,1
1304,BF9CE67F2D9782421BD8F39B4C0B15EA,E2BC338B48D98696D83076CFA9952B48,VTS,1  ,""""" ",2013-01-24 15:45:00,2013-01-24 15:56:00,1,660,2.04,-74.005936,40.735714,-73.977463,40.735233,CRD,9.5,0.0,0.5,0.0,11.9,1.9,1,1
1305,E49F85125E70F015FCBFE7C34059CDCB,1373C54BC045639A4B02E8CB10BCAD23,VTS,1  ,""""" ",2013-08-31 22:01:00,2013-08-31 22:17:00,5,960,13.93,-73.801773,40.817356,-73.687935,40.684093,CSH,37.5,0.5,0.5,5.33,43.83,0.0,0,0
1306,C87D30545FD2D5CE9451EF5F6EC1A32E,A84840B68601F426927E13ED7A3EDB87,VTS,1  ,""""" ",2013-05-16 19:44:00,2013-05-16 19:50:00,2,360,1.24,-73.989937,40.735256,-73.97702,40.747131,CRD,6.0,1.0,0.5,0.0,8.9,1.4,1,1
1307,DF8C5E6176BFDCCF64BB2E79DAEE397B,3D363EA5AA95346B91A2384BA4F24FA1,VTS,1  ,""""" ",2013-03-25 19:05:00,2013-03-25 19:20:00,1,900,3.73,-73.995445,40.74942,-74.008713,40.743496,CSH,14.0,1.0,0.5,0.0,15.5,0.0,0,0
1308,CE8CC0787C11AD80D2D813398D2C7742,19D4382A2FC0CA8CA6CD3D6B8A6F4066,CMT,1  ,N  ,2013-11-29 14:20:21,2013-11-29 14:27:21,1,419,1.2,-73.994064,40.720074,-73.98204,40.728058,CRD,7.0,0.0,0.5,0.0,9.0,1.5,1,1
1309,33C0DFB76CC4385419D7AB7817111BA9,7F0373F3A676BDD35863BA8ECFAF9C52,VTS,2  ,""""" ",2013-05-19 16:14:00,2013-05-19 17:16:00,1,3720,19.24,-73.788185,40.641361,-73.950775,40.771622,CSH,52.0,0.0,0.5,5.33,57.83,0.0,0,0
1310,4CE8C41FACC5889E95A7DF77041D379D,32F396AB5D7E12CB54EBC3F36AE79DB4,CMT,1  ,N  ,2013-10-24 06:48:47,2013-10-24 06:55:42,1,415,1.2,-74.001633,40.71994,-74.007813,40.705688,CRD,6.5,0.0,0.5,0.0,8.4,1.4,1,1
1311,4528AF6CFC859EBC923D1FB3F0A529BF,DB7412CC13AF5B19E8C2E3907A55AF23,VTS,1  ,""""" ",2013-12-17 06:48:00,2013-12-17 07:15:00,6,1620,5.48,-73.97422,40.679657,-74.00798,40.746117,CSH,22.0,0.0,0.5,0.0,22.5,0.0,0,0
1312,C4D6E189EF44EB83E2D058D67F490E3A,0BADD2A532410C4EAB49E76E79799EB6,VTS,1  ,""""" ",2013-07-13 22:57:00,2013-07-13 23:23:00,1,1560,7.05,-73.958717,40.710449,-73.979401,40.771446,CRD,23.5,0.5,0.5,0.0,26.0,1.5,1,1
1313,77639FDBDBB65843A5E05C8052ECB312,37D14161FB31C5810EABC962B695E38F,CMT,1  ,N  ,2013-01-19 19:34:37,2013-01-19 19:53:17,3,1119,4.3,-73.995796,40.726791,-73.949081,40.686344,CSH,17.0,0.0,0.5,0.0,17.5,0.0,0,0
1314,CD2319307E217878AA554374F4222157,42ADC56C3C1B028C4D445719C90D99C2,VTS,1  ,""""" ",2013-05-16 08:39:00,2013-05-16 08:44:00,1,300,0.83,-73.997719,40.756405,-73.990768,40.750599,CRD,5.0,0.0,0.5,0.0,6.5,1.0,1,1
1315,43719DA8A568F42E7DA1F833800F6C5F,858A3DD037B189076E12B93219777C7E,VTS,1  ,""""" ",2013-11-21 22:41:00,2013-11-21 22:45:00,5,240,1.18,-73.99514,40.765285,-73.964867,40.795029,CRD,5.5,0.5,0.5,0.0,7.5,1.0,1,1
1316,0D6EFD5154194976ECC7D1002693B7DF,1CF456A9686D6964A744D2A27A12A241,CMT,1  ,N  ,2013-07-11 11:36:06,2013-07-11 11:56:23,1,1216,1.6,-73.984589,40.768761,-73.967331,40.772312,CSH,13.5,0.0,0.5,0.0,14.0,0.0,0,0
1317,253F71A0201F800FE5F1F796DE843C65,91D4E2718DFB82122185857A804877DD,VTS,1  ,""""" ",2013-04-04 17:13:00,2013-04-04 17:22:00,5,540,2.3,-73.975601,40.751389,-73.97789,40.724434,CRD,9.5,1.0,0.5,0.0,13.5,2.5,1,1
1318,29709F5FD719686C5B3C7C993480F327,D67089AF571B21124143971A9A2AEFDF,CMT,1  ,N  ,2013-08-25 04:24:25,2013-08-25 04:41:42,2,1037,10.6,-73.973488,40.755337,-73.872032,40.774429,CSH,30.0,0.5,0.5,5.33,36.33,0.0,0,0
1319,558FB5FF90FBA39CAC6085E4E4B6609B,C3DACD61D2DA24B0F838BB6597CAC58D,VTS,1  ,""""" ",2013-11-03 16:08:00,2013-11-03 16:19:00,1,660,2.07,-74.005157,40.74044,-73.986656,40.760895,CSH,9.5,0.0,0.5,0.0,10.0,0.0,0,0
1320,03BF54085C92C385889B957D804780D1,6D610A2155FABF72B48276464E293630,CMT,1  ,N  ,2013-07-13 17:38:19,2013-07-13 17:47:30,1,551,0.7,-73.995049,40.755146,-73.987083,40.760849,CSH,7.0,0.0,0.5,0.0,7.5,0.0,0,0
1321,D3C90E58491700492359CEBB10A9925C,F511A82E0D83401ECC20C0B5E9ADE3A2,CMT,1  ,N  ,2013-03-15 11:41:49,2013-03-15 11:56:01,2,851,1.4,-73.961563,40.780075,-73.967667,40.762993,CSH,10.5,0.0,0.5,0.0,11.0,0.0,0,0
1322,AB1D16FC520374456D0F57FA6041B398,96F2E0A716D2438D8B84B864348D1FD9,CMT,1  ,N  ,2013-06-06 23:21:46,2013-06-06 23:45:40,1,1433,5.4,-74.005203,40.72076,-73.948799,40.773739,CRD,20.5,0.5,0.5,0.0,24.5,3.0,1,1
1323,4A983B0382E9EF8B3627E624AA684FC3,F07E164271BFB17C8FA9F47AF0A3D2E4,VTS,1  ,""""" ",2013-05-14 20:33:00,2013-05-14 20:37:00,2,240,0.62,-73.963531,40.80846,-73.95784,40.815041,CSH,4.5,0.5,0.5,0.0,5.5,0.0,0,0
1324,BB857A0A0C198A9ACDB60D02DC817D26,A0D31D3E82405D725919381774BC40F2,CMT,1  ,N  ,2013-10-17 07:18:42,2013-10-17 07:28:15,1,573,1.5,-73.981178,40.770935,-73.980591,40.756203,CSH,8.0,1.0,0.5,0.0,9.5,0.0,0,0
1325,4CF38C0C5DE00C68B5AFFF44857FE359,3DCCAF55CD9C06B49457E84E4F6B65D9,CMT,1  ,N  ,2013-11-02 01:16:04,2013-11-02 01:27:29,1,684,1.3,-73.95948,40.722359,-73.938904,40.721405,CRD,9.0,0.5,0.5,0.0,12.0,2.0,1,1
1326,1D61CCB85944680F243B2B62F54DC232,EEFEA097087998CDE77C7B9054CB1C75,VTS,1  ,""""" ",2013-04-27 17:02:00,2013-04-27 17:08:00,2,360,1.06,-73.988869,40.768719,-73.972412,40.762341,CSH,6.5,0.0,0.5,0.0,7.0,0.0,0,0
1327,BBB2B6A0B436E8FF7CC51AD602058730,005195D23A99D318120C96A782F67DA6,CMT,1  ,N  ,2013-07-18 20:08:13,2013-07-18 20:23:31,1,918,1.4,-73.982155,40.778442,-73.99263,40.758472,CRD,11.0,0.5,0.5,0.0,14.4,2.4,1,1
1328,0DE106C22F91831CF67D04EAE7973F02,7803E14A65B3C3F98EF72111ABE949C0,VTS,1  ,""""" ",2013-08-23 05:18:00,2013-08-23 05:21:00,1,180,0.51,-73.952942,40.673321,-73.954704,40.671825,CSH,4.5,0.5,0.5,0.0,5.5,0.0,0,0
1329,E83290BC94E9F251C6739AAD65998657,FB5F4CD767CF0113AEF604FFFBD99A25,CMT,1  ,N  ,2013-09-28 18:32:51,2013-09-28 18:36:26,1,215,0.9,-73.995239,40.725025,-73.987823,40.73521,CRD,5.0,0.0,0.5,0.0,6.6,1.1,1,1
1330,9A4969466BB497F10FF42E6AAE997E8F,8CF9B50914F1CFCF68EF04463BBC7F07,CMT,1  ,N  ,2013-05-18 17:51:53,2013-05-18 18:01:01,1,547,1.8,-73.980469,40.742802,-73.9599,40.75853,CSH,8.5,0.0,0.5,0.0,9.0,0.0,0,0
1331,389A20E67D9E24A76DAE17B8A9B92470,89AE40C4470781222A1C2AF8766AC5A5,VTS,1  ,""""" ",2013-01-09 18:02:00,2013-01-09 18:09:00,1,420,1.59,-73.944946,40.780827,-73.962387,40.763245,CRD,7.5,1.0,0.5,0.0,10.0,1.0,1,1
1332,7104907CACBA7B3C37ECF61827239522,E5DE5AB287FC7BEBF50224BAB9FEDBE8,VTS,1  ,""""" ",2013-01-06 17:03:00,2013-01-06 17:08:00,1,300,0.9,-73.977135,40.764286,-73.982246,40.7728,CSH,5.5,0.0,0.5,0.0,6.0,0.0,0,0
1333,13804C3B9932CF05FE17F7BBAC2BC4E7,61BD365E00CB4E5137632C9EFA7AA870,CMT,1  ,N  ,2013-07-18 18:14:53,2013-07-18 18:20:37,1,344,0.5,-74.001366,40.747379,-73.994987,40.750053,CSH,5.5,1.0,0.5,0.0,7.0,0.0,0,0
1334,0A3EF18FFD7FA5327C66C6B1CE068F3A,E8BD33FAF31C98E52D1E45A60216113B,CMT,1  ,N  ,2013-06-14 14:49:00,2013-06-14 14:55:49,1,408,1.1,-73.984741,40.768368,-73.968468,40.767281,CRD,7.0,0.0,0.5,0.0,9.0,1.5,1,1
1335,D9E7E682C60A0AA3E69C5AEC394CA7FD,4B53A81D742DF07E6367C8EF35D73784,VTS,1  ,""""" ",2013-06-05 18:18:00,2013-06-05 18:32:00,1,840,1.56,-73.981361,40.747131,-73.969971,40.765568,CSH,10.5,1.0,0.5,0.0,12.0,0.0,0,0
1336,4C9315E335CA98E31059F95460001089,4D57F79B31D2AB8DAB4B1594B581B0BA,CMT,1  ,Y  ,2013-07-31 13:24:26,2013-07-31 13:25:50,1,84,0.4,-73.980896,40.7607,-73.976273,40.765202,CSH,3.5,0.0,0.5,0.0,4.0,0.0,0,0
1337,07A5B8AA9A594BAA47BC512D621F2074,240DEBEED87CC4A6DD96717E9FEF3D4D,VTS,1  ,""""" ",2013-07-08 20:22:00,2013-07-08 20:26:00,1,240,0.49,-73.998604,40.739853,-74.002533,40.7342,CRD,4.5,0.5,0.5,0.0,6.75,1.25,1,1
1338,E95D27A43DC7A5F0C015409386BB49DB,8A6EB7FA7E6A3F4A50C717871C068D72,CMT,1  ,N  ,2013-08-03 00:45:25,2013-08-03 00:56:36,1,670,1.5,-73.984314,40.724911,-73.997993,40.721172,CRD,9.0,0.5,0.5,0.0,13.0,3.0,1,1
1339,B4F0FFEF3900DBC2D41A3E465BBD0A71,129CC5DF16DA30A3C4C47D8FBCCBEC1C,CMT,1  ,N  ,2013-05-05 17:15:27,2013-05-05 17:15:27,2,0,0.4,-74.011459,40.732613,-74.010117,40.738052,CSH,4.5,0.0,0.5,0.0,5.0,0.0,0,0
1340,29DEAD35477D23DF0B97CEDF34648F38,A623A61331AD4CC0ED48C432956E7B71,CMT,1  ,N  ,2013-01-29 02:30:00,2013-01-29 02:43:27,1,807,3.1,-73.988731,40.722412,-73.996002,40.696323,CRD,13.5,0.5,0.5,0.0,15.5,1.0,1,1
1341,BB5707022EDCB8270E6B12374419B80C,7A9CAFAA5CB2AC2B3A4F59907B6AB368,VTS,1  ,""""" ",2013-07-12 03:22:00,2013-07-12 03:31:00,1,540,1.8,-74.008087,40.738194,-74.00103,40.717972,CRD,8.5,0.5,0.5,0.0,11.3,1.8,1,1
1342,B507F1776A55C98324559C2A1CC8C6A7,3373722886922633F5A7150DAE105200,CMT,1  ,N  ,2013-05-29 12:27:43,2013-05-29 12:40:56,4,794,2.0,-73.98278,40.772072,-73.996651,40.747189,CSH,10.5,0.0,0.5,0.0,11.0,0.0,0,0
1343,310BD49048FEFE1DC327D71B14EE30F6,C1A5E92AFF6E6E827A2A486BA0FF1588,VTS,1  ,""""" ",2013-06-07 07:30:00,2013-06-07 07:45:00,2,900,3.4,-74.006683,40.731503,-73.986336,40.772251,CSH,13.5,0.0,0.5,0.0,14.0,0.0,0,0
1344,8D387FEBC81EA271649389F444056181,E6066D25E3CC59E5EEDE6607AAA2B114,CMT,1  ,N  ,2013-05-25 11:45:11,2013-05-25 11:56:54,3,703,2.2,-73.958649,40.772434,-73.986374,40.778633,CRD,10.5,0.0,0.5,0.0,13.2,2.2,1,1
1345,5B41CD24B897DC1D783660CDC7B7657A,E9F9CD330D06F86007A1F670B9FE8069,VTS,1  ,""""" ",2013-10-18 21:35:00,2013-10-18 21:38:00,2,180,0.06,-73.969467,40.757545,-73.963387,40.765732,CRD,4.0,0.5,0.5,0.0,5.9,0.9,1,1
1346,8E844C821B9EC48D1C98B15C25682F19,6A30DC1F3AC4B97D48A935342766617C,VTS,1  ,""""" ",2013-07-27 03:52:00,2013-07-27 03:59:00,2,420,1.32,-73.997849,40.763966,-73.984924,40.754166,CSH,7.0,0.5,0.5,0.0,8.0,0.0,0,0
1347,C72CFE50B67A49F0D71D87B8306E82E6,C004BD2F759BDADF65C773FCB82B5CCB,VTS,1  ,""""" ",2013-01-07 11:06:00,2013-01-07 11:16:00,1,600,1.9,-73.959785,40.775566,-73.982315,40.771915,CRD,9.0,0.0,0.5,0.0,11.3,1.8,1,1
1348,02D57565703BFABECFA0F40F9B80FE44,588991268A32461B963F60D8C9046809,VTS,1  ,""""" ",2013-08-24 15:14:00,2013-08-24 15:42:00,1,1680,15.2,-73.785057,40.648548,-73.757072,40.746872,CSH,42.0,0.0,0.5,0.0,42.5,0.0,0,0
1349,60F9086352E3095058E6C712B761B6EB,EC2C6169EC8680A3C96B9773798B3034,CMT,1  ,N  ,2013-01-04 22:45:13,2013-01-04 22:49:01,1,228,0.7,-73.976402,40.791,-73.968887,40.791183,CSH,5.0,0.5,0.5,0.0,6.0,0.0,0,0
1350,F2EA41F73ED6DD4B1A0C03B01EDF84AE,E060C4918939C97B8C755DFA3EF7818A,VTS,1  ,""""" ",2013-05-30 14:18:00,2013-05-30 14:23:00,6,300,0.7,-73.972801,40.780777,-73.979134,40.771961,CSH,5.0,0.0,0.5,0.0,5.5,0.0,0,0
1351,5666988719BCBCD09E9009677C95EC48,4A237CD535E709EFFB0C42C39B694FA7,CMT,1  ,N  ,2013-09-20 07:55:22,2013-09-20 08:00:59,3,336,0.8,-73.962067,40.773441,-73.956573,40.783615,CSH,5.5,0.0,0.5,0.0,6.0,0.0,0,0
1352,C169773A426583A84C4558975201EA41,257F3F524CF807D43124D02B17998457,CMT,1  ,N  ,2013-07-20 10:13:45,2013-07-20 10:20:39,1,414,1.7,-73.984833,40.779659,-73.984695,40.761887,CRD,8.0,0.0,0.5,0.0,10.2,1.7,1,1
1353,E20585D090C0C28E2A3B0C6DFBA678E9,5BE4B285A225284154F18FFC43B7FED6,VTS,2  ,""""" ",2013-06-13 19:23:00,2013-06-13 19:52:00,6,1740,19.13,-73.801109,40.6464,-73.958153,40.761242,CSH,52.0,0.0,0.5,5.33,57.83,0.0,0,0
1354,991B2E3F85ABD629531D64B3015B61CB,7C4BC3B956D5809B3DA8280092CDED1A,CMT,1  ,N  ,2013-07-24 20:33:43,2013-07-24 20:51:55,1,1092,2.9,-74.002846,40.760498,-73.977921,40.733978,CRD,14.0,0.5,0.5,0.0,16.0,1.0,1,1
1355,B447BBE89706DBE99712A8C53CB9AFE2,5D03B407B2A76F778D675137488347AA,CMT,1  ,N  ,2013-09-24 07:01:50,2013-09-24 07:07:14,1,323,1.0,-73.999794,40.743389,-74.006416,40.733326,CSH,6.0,0.0,0.5,0.0,6.5,0.0,0,0
1356,F68573EF2C0CA5FC0FACC32D563326AD,6FDD4333C7697BB85EB7F40222347646,CMT,1  ,N  ,2013-04-03 09:34:00,2013-04-03 09:39:00,1,293,0.5,-74.002754,40.733894,-73.995766,40.729271,CRD,5.0,0.0,0.5,0.0,6.6,1.1,1,1
1357,F4C574C8BFD56C5FC7F32DD7AF3763B8,9A2BF1305DEC5316780531461E2C44F3,VTS,1  ,""""" ",2013-10-31 21:54:00,2013-10-31 22:02:00,1,480,1.17,-73.9608,40.772442,-73.9468,40.772373,CRD,7.0,0.5,0.5,0.0,9.5,1.5,1,1
1358,3CA1B03EE13A5D9227D8F75763F292D3,A5E2D65CF794931F1C473981FDFBE52D,CMT,2  ,N  ,2013-09-08 12:00:07,2013-09-08 12:27:02,3,1614,16.6,-73.977448,40.749763,-73.7771,40.644661,CSH,52.0,0.0,0.5,5.33,57.83,0.0,0,0
1359,B3B4192518E7D18AE1026A535B10C3CD,AFC04AABF4ACEC04A2B95D8CD3C5D03F,VTS,1  ,""""" ",2013-10-05 21:06:00,2013-10-05 21:12:00,1,360,1.44,-73.967995,40.801113,-73.977715,40.784016,CRD,7.5,0.5,0.5,0.0,10.1,1.6,1,1
1360,97514EF4CAE4CE5ED625A98E022E8D7F,1A3051121EDD259BFD7ACCBB948B5EDF,CMT,1  ,N  ,2013-10-03 13:37:24,2013-10-03 13:43:45,1,380,0.6,-73.981888,40.758915,-73.975441,40.763844,CSH,6.0,0.0,0.5,0.0,6.5,0.0,0,0
1361,BFA8134D1252F800207A7CB68A75169D,6FEAEE6DAB53416F4CB8EC54468A04E6,CMT,1  ,N  ,2013-08-16 20:02:16,2013-08-16 20:07:53,1,336,2.0,-73.963516,40.774265,-73.975075,40.789932,CRD,7.0,0.5,0.5,0.0,9.0,1.0,1,1
1362,38E363E035D227E1C71180AB5FACA820,1B5979C67DFC69241939591186A7FA7B,CMT,1  ,N  ,2013-01-30 21:00:47,2013-01-30 21:06:34,1,347,1.7,-74.004669,40.741955,-73.999313,40.761318,CRD,7.0,0.5,0.5,0.0,9.5,1.5,1,1
1363,CF6DBB8374FB850BF207D3720D852A36,C6EFF54EE0B3BE4681E594730C8566EF,VTS,1  ,""""" ",2013-08-09 16:07:00,2013-08-09 16:14:00,1,420,1.24,-73.974144,40.783871,-73.973465,40.79237,CSH,7.5,1.0,0.5,0.0,9.0,0.0,0,0
1364,E9FD29C830D1C3D9C06B5D34E959B4B4,B56BA6ABF541409441D9151130607452,CMT,1  ,N  ,2013-04-07 15:45:41,2013-04-07 16:01:23,2,941,1.3,-73.962509,40.772518,-73.968666,40.758038,CSH,10.5,0.0,0.5,0.0,11.0,0.0,0,0
1365,C203AFF474B905666AB6161750FA374A,6E7891981AB795D70B7277ED0ED0706B,VTS,1  ,""""" ",2013-04-15 01:36:00,2013-04-15 01:44:00,1,480,4.82,-73.972115,40.794865,-74.007637,40.743652,CRD,15.0,0.5,0.5,0.0,16.0,0.0,0,0
1366,FE103D69A572FA3D4331D13F0148DA50,C163B4D369F76B8BA16D653C6A18A252,CMT,1  ,N  ,2013-02-14 16:31:18,2013-02-14 16:42:44,1,685,1.7,-73.961342,40.801258,-73.939194,40.804634,CSH,9.5,1.0,0.5,0.0,11.0,0.0,0,0
1367,CD89A39EA4C16B62DB67FC52C7A37E53,6B3C48726A9D22415C89141679E93A14,VTS,1  ,""""" ",2013-10-07 11:03:00,2013-10-07 11:38:00,4,2100,5.96,-73.960701,40.805801,-73.96109,40.805908,CRD,25.5,0.0,0.5,0.0,31.1,5.1,1,2
1368,C4DCE8410A25ADF8A077157DEAA8E9A5,CB31E8E601E1FA7F814644D3FF49E57B,CMT,1  ,N  ,2013-04-20 22:54:21,2013-04-20 22:58:59,4,279,0.8,-73.974869,40.756298,-73.964745,40.763103,CSH,5.5,0.5,0.5,0.0,6.5,0.0,0,0
1369,F7E6BF13B6A8E8FD0BDFB0286BCB60A9,6AC6033E0F915C291F2E555D42797B43,CMT,1  ,N  ,2013-03-31 05:09:14,2013-03-31 05:22:22,1,787,6.2,-73.995667,40.760223,-73.943352,40.820816,CRD,19.5,0.5,0.5,0.0,24.6,4.1,1,1
1370,C668A18877C9451422894C259AABCEDE,1CC3CFD0D18741D9CD828E0A1EC2FA5C,VTS,1  ,""""" ",2013-05-09 17:19:00,2013-05-09 17:23:00,1,240,0.55,-73.985115,40.724293,-73.985115,40.724293,CRD,5.0,1.0,0.5,0.0,7.7,1.2,1,1
1371,D329877ED222CD9FB1D6741B52EFA6E4,59510A0D8F1B37A3F7B876952D78CFB3,VTS,1  ,""""" ",2013-08-29 20:38:00,2013-08-29 20:58:00,1,1200,3.91,-73.983208,40.762596,-73.953484,40.742168,CRD,15.5,0.5,0.5,0.0,19.0,2.5,1,1
1372,36A5A5FA41BF6046493A8649E77BC4AE,A8D945AB53EF7FA2E66CCB233B37C8A4,CMT,1  ,N  ,2013-02-23 14:49:49,2013-02-23 15:05:32,2,942,1.6,-74.006546,40.736862,-73.979523,40.728233,CSH,11.0,0.0,0.5,0.0,11.5,0.0,0,0
1373,10DF0FA4E3173365168379FE88357130,6BF891CF138684AF46705EDD2B4FC957,VTS,1  ,""""" ",2013-04-24 07:57:00,2013-04-24 08:07:00,1,600,1.46,-73.9795,40.735493,-73.976974,40.751709,CRD,8.5,0.0,0.5,0.0,10.0,1.0,1,1
1374,F8486685C072358C5DEAEE2256E59D59,17F40913242B6FBF282137C178011B51,CMT,1  ,N  ,2013-02-05 02:22:33,2013-02-05 02:32:57,1,624,4.1,-73.989731,40.725887,-73.94902,40.68713,CRD,13.5,0.5,0.5,0.0,18.12,3.62,1,1
1375,CE7A92A65EFC27309C8FBC9C3155DB9D,200529E789C2A4591328619F0E7C29B3,VTS,1  ,""""" ",2013-12-07 15:35:00,2013-12-07 15:48:00,1,780,1.7,-74.005104,40.741035,-73.998528,40.723095,CRD,10.0,0.0,0.5,0.0,11.5,1.0,1,1
1376,653A49EBF6A3A2989968C00FDA770B51,9F74EB74ECC5A0EB49D7A92FB7B6196F,VTS,1  ,""""" ",2013-12-05 12:37:00,2013-12-05 12:42:00,1,300,1.21,-73.975632,40.740891,-73.964928,40.755726,CRD,6.0,0.0,0.5,0.0,7.7,1.2,1,1
1377,47537578B06C874F6B1AC6AE4250069F,61862CB0F89AFF3FBD65805F4E52DA16,VTS,1  ,""""" ",2013-04-30 19:59:00,2013-04-30 20:08:00,1,540,1.75,-73.968483,40.761639,-73.988174,40.774837,CRD,9.0,1.0,0.5,0.0,12.0,1.5,1,1
1378,4E9A475A4114E192E07BE354E36C1B60,0930B7409E1C3CB630EA93E9D5DC3D5B,VTS,1  ,""""" ",2013-03-14 12:09:00,2013-03-14 12:36:00,1,1620,3.16,-73.9832,40.762486,-73.997688,40.725842,CSH,17.5,0.0,0.5,0.0,18.0,0.0,0,0
1379,9F16A18B589FC0B5721EE23BBB6B5404,A508CC24D274D97997398EF763533921,CMT,1  ,N  ,2013-05-14 18:22:57,2013-05-14 18:42:05,1,1148,2.2,-73.986885,40.74284,-73.982285,40.768997,CRD,13.0,1.0,0.5,0.0,17.4,2.9,1,1
1380,87D4CF6DA6EE49C6A5365514F7D8F0EC,6B20E6906E502C315DAF0993A58362B4,CMT,1  ,N  ,2013-10-11 21:00:08,2013-10-11 21:13:45,1,817,1.9,-73.961647,40.75642,-73.989166,40.757648,CSH,10.5,0.5,0.5,0.0,11.5,0.0,0,0
1381,3C16CFAD2B12F3508F7211C37F8F8B8F,A36B62F2B6D1D6C289519810E66EAAB9,VTS,1  ,""""" ",2013-10-29 13:01:00,2013-10-29 13:04:00,6,180,0.49,-73.984901,40.778259,-73.98114,40.781548,CRD,4.0,0.0,0.5,0.0,6.0,1.5,1,1
1382,93A5F7CF7605DD19568B8D8D4280B09A,C669CDCA3145BE491568157068804B3D,CMT,1  ,N  ,2013-11-24 05:52:14,2013-11-24 06:00:27,1,493,1.7,-73.99157,40.752377,-74.004196,40.734119,CRD,8.0,0.5,0.5,0.0,10.8,1.8,1,1
1383,4ADAC3A078F6BAA8FE6AF583FD8A32FB,1C5A428B680FE650002CD42D77D0B5B2,CMT,1  ,N  ,2013-06-29 05:51:38,2013-06-29 06:11:32,1,1194,16.4,-73.776894,40.645111,-73.958664,40.605652,CRD,44.0,0.5,0.5,0.0,45.0,0.0,0,0
1384,03DF80AA37499014EE62AF647BF7CDD8,4979404A06C119602854BCF539DF9F94,CMT,1  ,N  ,2013-02-22 06:08:25,2013-02-22 06:43:16,1,2091,10.1,-73.995102,40.749828,-73.871063,40.774197,CRD,34.5,0.0,0.5,0.0,40.0,5.0,1,1
1385,7B73CE2F5ABB6582467A7CE90599DFD3,26E63FFFC24EBE41DF5ADF556854ECB9,VTS,1  ,""""" ",2013-06-14 10:28:00,2013-06-14 10:56:00,1,1680,5.68,-73.961639,40.811371,-73.964592,40.752483,CRD,22.5,0.0,0.5,0.0,27.5,4.5,1,1
1386,C4F1EC1752B27FDDEA8E6C18C5E9DE4F,065614D7129A4808090E15C330F05017,VTS,1  ,""""" ",2013-03-31 19:10:00,2013-03-31 19:36:00,1,1560,0.51,-73.955002,40.769989,-74.001274,40.736862,CRD,20.0,0.0,0.5,0.0,20.5,0.0,0,0
1387,0F3C918235350DA592FCE56094B81685,34C5835F9A7314908DDB8910FAE985F7,CMT,1  ,N  ,2013-08-10 00:03:30,2013-08-10 00:06:53,1,202,0.8,-73.991875,40.739315,-74.001884,40.736416,CRD,4.5,0.5,0.5,0.0,6.6,1.1,1,1
1388,E70C11A677EF6A7CBD7B4EE3AC055D97,D208907F7F6DFAF4542A4253BF833421,VTS,1  ,""""" ",2013-06-04 16:54:00,2013-06-04 17:04:00,1,600,1.56,-73.981339,40.733021,-74.001968,40.739632,CSH,8.0,1.0,0.5,0.0,9.5,0.0,0,0
1389,1E583DE106F334DE85ECDA057E05EC8F,F4617F188368C2E1833A5FF7C319B095,VTS,1  ,""""" ",2013-09-05 00:26:00,2013-09-05 00:33:00,4,420,1.86,-73.975998,40.748486,-73.959084,40.77169,CRD,7.5,0.5,0.5,0.0,10.1,1.6,1,1
1390,1D840F41F5866D6995429C96C863CFDF,5AC20C8DB067D00FBB498862D634A1CB,CMT,1  ,N  ,2013-10-31 13:47:41,2013-10-31 13:55:06,2,444,0.7,-73.988937,40.774181,-73.983131,40.76767,CRD,6.5,0.0,0.5,0.0,8.0,1.0,1,1
1391,78EB81E9351BA60F1D81F46FF824331B,71B976D1EA5BBFE7DB4D5772239378AF,CMT,1  ,N  ,2013-10-22 20:16:34,2013-10-22 20:21:36,2,302,1.0,-73.990021,40.744125,-73.978943,40.752556,CRD,5.5,0.5,0.5,0.0,7.5,1.0,1,1
1392,F8A6CC08457948EC660459C0EE312D64,9682C2FB114C505789F14296858ABA44,CMT,1  ,N  ,2013-03-10 15:27:26,2013-03-10 15:33:49,1,382,0.7,-73.976532,40.78558,-73.977402,40.77927,CSH,6.0,0.0,0.5,0.0,6.5,0.0,0,0
